Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GC","Cropland","107","Côte d'Ivoire","5026","Area","6727","Cropland organic soils","2017","2017","ha","40916.2779","Fc","Calculated data"
"GC","Cropland","98","Croatia","5026","Area","6727","Cropland organic soils","2017","2017","ha","314.0858","Fc","Calculated data"
"GC","Cropland","167","Czechia","5026","Area","6727","Cropland organic soils","2017","2017","ha","6275.2955","Fc","Calculated data"
"GC","Cropland","116","Democratic People's Republic of Korea","5026","Area","6727","Cropland organic soils","2017","2017","ha","4142.699","Fc","Calculated data"
"GC","Cropland","250","Democratic Republic of the Congo","5026","Area","6727","Cropland organic soils","2017","2017","ha","7774.7188","Fc","Calculated data"
"GC","Cropland","54","Denmark","5026","Area","6727","Cropland organic soils","2017","2017","ha","61648.0327","Fc","Calculated data"
"GC","Cropland","58","Ecuador","5026","Area","6727","Cropland organic soils","2017","2017","ha","1306.239","Fc","Calculated data"
"GC","Cropland","61","Equatorial Guinea","5026","Area","6727","Cropland organic soils","2017","2017","ha","7.3134","Fc","Calculated data"
"GC","Cropland","178","Eritrea","5026","Area","6727","Cropland organic soils","2017","2017","ha","70.5245","Fc","Calculated data"
"GC","Cropland","63","Estonia","5026","Area","6727","Cropland organic soils","2017","2017","ha","134932.2251","Fc","Calculated data"
"GC","Cropland","238","Ethiopia","5026","Area","6727","Cropland organic soils","2017","2017","ha","92239.1088","Fc","Calculated data"
"GC","Cropland","65","Falkland Islands (Malvinas)","5026","Area","6727","Cropland organic soils","2017","2017","ha","71.7495","Fc","Calculated data"
"GC","Cropland","64","Faroe Islands","5026","Area","6727","Cropland organic soils","2017","2017","ha","531.5331","Fc","Calculated data"
"GC","Cropland","66","Fiji","5026","Area","6727","Cropland organic soils","2017","2017","ha","1418.2151","Fc","Calculated data"
"GC","Cropland","67","Finland","5026","Area","6727","Cropland organic soils","2017","2017","ha","359982.6683","Fc","Calculated data"
"GC","Cropland","68","France","5026","Area","6727","Cropland organic soils","2017","2017","ha","144658.9431","Fc","Calculated data"
"GC","Cropland","69","French Guyana","5026","Area","6727","Cropland organic soils","2017","2017","ha","591.1831","Fc","Calculated data"
"GC","Cropland","74","Gabon","5026","Area","6727","Cropland organic soils","2017","2017","ha","10872.5611","Fc","Calculated data"
"GC","Cropland","79","Germany","5026","Area","6727","Cropland organic soils","2017","2017","ha","495159.0983","Fc","Calculated data"
"GC","Cropland","81","Ghana","5026","Area","6727","Cropland organic soils","2017","2017","ha","1294.5977","Fc","Calculated data"
"GC","Cropland","84","Greece","5026","Area","6727","Cropland organic soils","2017","2017","ha","35866.555","Fc","Calculated data"
"GC","Cropland","90","Guinea","5026","Area","6727","Cropland organic soils","2017","2017","ha","12383.709","Fc","Calculated data"
"GC","Cropland","175","Guinea-Bissau","5026","Area","6727","Cropland organic soils","2017","2017","ha","14.3514","Fc","Calculated data"
"GC","Cropland","91","Guyana","5026","Area","6727","Cropland organic soils","2017","2017","ha","59768.3907","Fc","Calculated data"
"GC","Cropland","97","Hungary","5026","Area","6727","Cropland organic soils","2017","2017","ha","159788.1663","Fc","Calculated data"
"GC","Cropland","100","India","5026","Area","6727","Cropland organic soils","2017","2017","ha","84787.0852","Fc","Calculated data"
"GC","Cropland","101","Indonesia","5026","Area","6727","Cropland organic soils","2017","2017","ha","4134460.4128","Fc","Calculated data"
"GC","Cropland","104","Ireland","5026","Area","6727","Cropland organic soils","2017","2017","ha","23143.2374","Fc","Calculated data"
"GC","Cropland","264","Isle of Man","5026","Area","6727","Cropland organic soils","2017","2017","ha","42.0073","Fc","Calculated data"
"GC","Cropland","106","Italy","5026","Area","6727","Cropland organic soils","2017","2017","ha","21174.0413","Fc","Calculated data"
"GC","Cropland","109","Jamaica","5026","Area","6727","Cropland organic soils","2017","2017","ha","3550.3814","Fc","Calculated data"
"GC","Cropland","110","Japan","5026","Area","6727","Cropland organic soils","2017","2017","ha","133100.3788","Fc","Calculated data"
"GC","Cropland","114","Kenya","5026","Area","6727","Cropland organic soils","2017","2017","ha","2566.6161","Fc","Calculated data"
"GC","Cropland","119","Latvia","5026","Area","6727","Cropland organic soils","2017","2017","ha","124453.0708","Fc","Calculated data"
"GC","Cropland","123","Liberia","5026","Area","6727","Cropland organic soils","2017","2017","ha","2026.5164","Fc","Calculated data"
"GC","Cropland","126","Lithuania","5026","Area","6727","Cropland organic soils","2017","2017","ha","252374.2655","Fc","Calculated data"
"GC","Cropland","256","Luxembourg","5026","Area","6727","Cropland organic soils","2017","2017","ha","104.0056","Fc","Calculated data"
"GC","Cropland","129","Madagascar","5026","Area","6727","Cropland organic soils","2017","2017","ha","64193.3984","Fc","Calculated data"
"GC","Cropland","130","Malawi","5026","Area","6727","Cropland organic soils","2017","2017","ha","14344.1964","Fc","Calculated data"
"GC","Cropland","131","Malaysia","5026","Area","6727","Cropland organic soils","2017","2017","ha","601436.9147","Fc","Calculated data"
"GC","Cropland","141","Mongolia","5026","Area","6727","Cropland organic soils","2017","2017","ha","112670.6419","Fc","Calculated data"
"GC","Cropland","273","Montenegro","5026","Area","6727","Cropland organic soils","2017","2017","ha","790.7071","Fc","Calculated data"
"GC","Cropland","28","Myanmar","5026","Area","6727","Cropland organic soils","2017","2017","ha","229984.842","Fc","Calculated data"
"GC","Cropland","147","Namibia","5026","Area","6727","Cropland organic soils","2017","2017","ha","4.92","Fc","Calculated data"
"GC","Cropland","149","Nepal","5026","Area","6727","Cropland organic soils","2017","2017","ha","43827.7364","Fc","Calculated data"
"GC","Cropland","150","Netherlands","5026","Area","6727","Cropland organic soils","2017","2017","ha","91239.685","Fc","Calculated data"
"GC","Cropland","156","New Zealand","5026","Area","6727","Cropland organic soils","2017","2017","ha","8476.4363","Fc","Calculated data"
"GC","Cropland","157","Nicaragua","5026","Area","6727","Cropland organic soils","2017","2017","ha","683.8345","Fc","Calculated data"
"GC","Cropland","162","Norway","5026","Area","6727","Cropland organic soils","2017","2017","ha","62250.7073","Fc","Calculated data"
"GC","Cropland","166","Panama","5026","Area","6727","Cropland organic soils","2017","2017","ha","11396.0238","Fc","Calculated data"
"GC","Cropland","168","Papua New Guinea","5026","Area","6727","Cropland organic soils","2017","2017","ha","422117.5092","Fc","Calculated data"
"GC","Cropland","170","Peru","5026","Area","6727","Cropland organic soils","2017","2017","ha","1930.8812","Fc","Calculated data"
"GC","Cropland","173","Poland","5026","Area","6727","Cropland organic soils","2017","2017","ha","686326.9649","Fc","Calculated data"
"GC","Cropland","174","Portugal","5026","Area","6727","Cropland organic soils","2017","2017","ha","7138.0592","Fc","Calculated data"
"GC","Cropland","177","Puerto Rico","5026","Area","6727","Cropland organic soils","2017","2017","ha","1266.419","Fc","Calculated data"
"GC","Cropland","146","Republic of Moldova","5026","Area","6727","Cropland organic soils","2017","2017","ha","5126.0815","Fc","Calculated data"
"GC","Cropland","183","Romania","5026","Area","6727","Cropland organic soils","2017","2017","ha","15251.6094","Fc","Calculated data"
"GC","Cropland","185","Russian Federation","5026","Area","6727","Cropland organic soils","2017","2017","ha","1534472.9919","Fc","Calculated data"
"GC","Cropland","184","Rwanda","5026","Area","6727","Cropland organic soils","2017","2017","ha","29193.7279","Fc","Calculated data"
"GC","Cropland","272","Serbia","5026","Area","6727","Cropland organic soils","2017","2017","ha","73.411","Fc","Calculated data"
"GC","Cropland","199","Slovakia","5026","Area","6727","Cropland organic soils","2017","2017","ha","1665.7061","Fc","Calculated data"
"GC","Cropland","198","Slovenia","5026","Area","6727","Cropland organic soils","2017","2017","ha","3919.908","Fc","Calculated data"
"GC","Cropland","25","Solomon Islands","5026","Area","6727","Cropland organic soils","2017","2017","ha","10.535","Fc","Calculated data"
"GC","Cropland","202","South Africa","5026","Area","6727","Cropland organic soils","2017","2017","ha","4311.0853","Fc","Calculated data"
"GC","Cropland","277","South Sudan","5026","Area","6727","Cropland organic soils","2017","2017","ha","33786.585","Fc","Calculated data"
"GC","Cropland","203","Spain","5026","Area","6727","Cropland organic soils","2017","2017","ha","11050.2537","Fc","Calculated data"
"GC","Cropland","38","Sri Lanka","5026","Area","6727","Cropland organic soils","2017","2017","ha","14796.7305","Fc","Calculated data"
"GC","Cropland","207","Suriname","5026","Area","6727","Cropland organic soils","2017","2017","ha","10336.3425","Fc","Calculated data"
"GC","Cropland","210","Sweden","5026","Area","6727","Cropland organic soils","2017","2017","ha","245270.8376","Fc","Calculated data"
"GC","Cropland","211","Switzerland","5026","Area","6727","Cropland organic soils","2017","2017","ha","14925.4506","Fc","Calculated data"
"GC","Cropland","216","Thailand","5026","Area","6727","Cropland organic soils","2017","2017","ha","15476.2917","Fc","Calculated data"
"GC","Cropland","223","Turkey","5026","Area","6727","Cropland organic soils","2017","2017","ha","13.6693","Fc","Calculated data"
"GC","Cropland","226","Uganda","5026","Area","6727","Cropland organic soils","2017","2017","ha","97966.9094","Fc","Calculated data"
"GC","Cropland","230","Ukraine","5026","Area","6727","Cropland organic soils","2017","2017","ha","562006.8329","Fc","Calculated data"
"GC","Cropland","229","United Kingdom of Great Britain and Northern Ireland","5026","Area","6727","Cropland organic soils","2017","2017","ha","81618.8271","Fc","Calculated data"
"GC","Cropland","215","United Republic of Tanzania","5026","Area","6727","Cropland organic soils","2017","2017","ha","58855.4821","Fc","Calculated data"
"GC","Cropland","231","United States of America","5026","Area","6727","Cropland organic soils","2017","2017","ha","898656.2818","Fc","Calculated data"
"GC","Cropland","234","Uruguay","5026","Area","6727","Cropland organic soils","2017","2017","ha","2289.7507","Fc","Calculated data"
"GC","Cropland","236","Venezuela (Bolivarian Republic of)","5026","Area","6727","Cropland organic soils","2017","2017","ha","27654.2137","Fc","Calculated data"
"GC","Cropland","237","Viet Nam","5026","Area","6727","Cropland organic soils","2017","2017","ha","66316.9515","Fc","Calculated data"
"GC","Cropland","251","Zambia","5026","Area","6727","Cropland organic soils","2017","2017","ha","128922.6838","Fc","Calculated data"
