Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"ESB","Soil nutrient budget","124","Libya","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","7.1707","Fc","Calculated data"
"ESB","Soil nutrient budget","126","Lithuania","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","78.1362","Fc","Calculated data"
"ESB","Soil nutrient budget","256","Luxembourg","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","213.4679","Fc","Calculated data"
"ESB","Soil nutrient budget","129","Madagascar","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","8.719","Fc","Calculated data"
"ESB","Soil nutrient budget","130","Malawi","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","22.7535","Fc","Calculated data"
"ESB","Soil nutrient budget","131","Malaysia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","57.557","Fc","Calculated data"
"ESB","Soil nutrient budget","132","Maldives","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","50.7246","Fc","Calculated data"
"ESB","Soil nutrient budget","133","Mali","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","15.6974","Fc","Calculated data"
"ESB","Soil nutrient budget","134","Malta","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","60.0925","Fc","Calculated data"
"ESB","Soil nutrient budget","137","Mauritius","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","106.0546","Fc","Calculated data"
"ESB","Soil nutrient budget","138","Mexico","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","54.79","Fc","Calculated data"
"ESB","Soil nutrient budget","141","Mongolia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","26.8679","Fc","Calculated data"
"ESB","Soil nutrient budget","143","Morocco","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","27.401","Fc","Calculated data"
"ESB","Soil nutrient budget","144","Mozambique","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","3.7999","Fc","Calculated data"
"ESB","Soil nutrient budget","28","Myanmar","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","20.3846","Fc","Calculated data"
"ESB","Soil nutrient budget","147","Namibia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","23.2594","Fc","Calculated data"
"ESB","Soil nutrient budget","148","Nauru","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","0","Fc","Calculated data"
"ESB","Soil nutrient budget","149","Nepal","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","39.4005","Fc","Calculated data"
"ESB","Soil nutrient budget","153","New Caledonia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","57.9381","Fc","Calculated data"
"ESB","Soil nutrient budget","157","Nicaragua","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","43.3754","Fc","Calculated data"
"ESB","Soil nutrient budget","158","Niger","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","0.3615","Fc","Calculated data"
"ESB","Soil nutrient budget","159","Nigeria","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","11.2661","Fc","Calculated data"
"ESB","Soil nutrient budget","154","North Macedonia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","45.9446","Fc","Calculated data"
"ESB","Soil nutrient budget","162","Norway","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","123.4522","Fc","Calculated data"
"ESB","Soil nutrient budget","221","Oman","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","87.1616","Fc","Calculated data"
"ESB","Soil nutrient budget","165","Pakistan","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","107.7062","Fc","Calculated data"
"ESB","Soil nutrient budget","166","Panama","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","16.0027","Fc","Calculated data"
"ESB","Soil nutrient budget","168","Papua New Guinea","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","26.359","Fc","Calculated data"
"ESB","Soil nutrient budget","169","Paraguay","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","28.2405","Fc","Calculated data"
"ESB","Soil nutrient budget","170","Peru","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","67.8176","Fc","Calculated data"
"ESB","Soil nutrient budget","171","Philippines","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","69.5876","Fc","Calculated data"
"ESB","Soil nutrient budget","173","Poland","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","96.6439","Fc","Calculated data"
"ESB","Soil nutrient budget","174","Portugal","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","61.7328","Fc","Calculated data"
"ESB","Soil nutrient budget","179","Qatar","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","82.3529","Fc","Calculated data"
"ESB","Soil nutrient budget","117","Republic of Korea","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","129.2549","Fc","Calculated data"
"ESB","Soil nutrient budget","146","Republic of Moldova","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","23.4171","Fc","Calculated data"
"ESB","Soil nutrient budget","183","Romania","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","38.4361","Fc","Calculated data"
"ESB","Soil nutrient budget","185","Russian Federation","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","12.2551","Fc","Calculated data"
"ESB","Soil nutrient budget","184","Rwanda","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","3.092","Fc","Calculated data"
"ESB","Soil nutrient budget","189","Saint Lucia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","12.577","Fc","Calculated data"
"ESB","Soil nutrient budget","244","Samoa","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","0.0579","Fc","Calculated data"
"ESB","Soil nutrient budget","194","Saudi Arabia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","47.7516","Fc","Calculated data"
"ESB","Soil nutrient budget","195","Senegal","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","11.2874","Fc","Calculated data"
"ESB","Soil nutrient budget","272","Serbia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","77.5303","Fc","Calculated data"
"ESB","Soil nutrient budget","196","Seychelles","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","32.5677","Fc","Calculated data"
"ESB","Soil nutrient budget","199","Slovakia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","90.0376","Fc","Calculated data"
"ESB","Soil nutrient budget","198","Slovenia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","113.7836","Fc","Calculated data"
"ESB","Soil nutrient budget","202","South Africa","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","37.8635","Fc","Calculated data"
"ESB","Soil nutrient budget","203","Spain","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","63.5449","Fc","Calculated data"
"ESB","Soil nutrient budget","38","Sri Lanka","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","47.2933","Fc","Calculated data"
"ESB","Soil nutrient budget","276","Sudan","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","8.1994","Fc","Calculated data"
"ESB","Soil nutrient budget","207","Suriname","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","182.6047","Fc","Calculated data"
"ESB","Soil nutrient budget","210","Sweden","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","77.2818","Fc","Calculated data"
"ESB","Soil nutrient budget","211","Switzerland","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","114.7761","Fc","Calculated data"
"ESB","Soil nutrient budget","212","Syrian Arab Republic","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","1.3047","Fc","Calculated data"
"ESB","Soil nutrient budget","208","Tajikistan","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","9.175","Fc","Calculated data"
"ESB","Soil nutrient budget","216","Thailand","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","81.0296","Fc","Calculated data"
"ESB","Soil nutrient budget","217","Togo","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","1.5142","Fc","Calculated data"
"ESB","Soil nutrient budget","219","Tonga","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","3.6513","Fc","Calculated data"
"ESB","Soil nutrient budget","220","Trinidad and Tobago","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","138.2979","Fc","Calculated data"
"ESB","Soil nutrient budget","222","Tunisia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","14.3801","Fc","Calculated data"
"ESB","Soil nutrient budget","223","Turkey","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","75.5863","Fc","Calculated data"
"ESB","Soil nutrient budget","226","Uganda","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","0.836","Fc","Calculated data"
"ESB","Soil nutrient budget","230","Ukraine","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","40.551","Fc","Calculated data"
"ESB","Soil nutrient budget","225","United Arab Emirates","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","180.7443","Fc","Calculated data"
"ESB","Soil nutrient budget","229","United Kingdom of Great Britain and Northern Ireland","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","169.8043","Fc","Calculated data"
"ESB","Soil nutrient budget","215","United Republic of Tanzania","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","6.7739","Fc","Calculated data"
"ESB","Soil nutrient budget","231","United States of America","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","73.3777","Fc","Calculated data"
"ESB","Soil nutrient budget","234","Uruguay","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","76.0524","Fc","Calculated data"
"ESB","Soil nutrient budget","235","Uzbekistan","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","161.4766","Fc","Calculated data"
"ESB","Soil nutrient budget","236","Venezuela (Bolivarian Republic of)","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","78.9697","Fc","Calculated data"
"ESB","Soil nutrient budget","237","Viet Nam","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","135.6192","Fc","Calculated data"
"ESB","Soil nutrient budget","249","Yemen","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","9.5116","Fc","Calculated data"
"ESB","Soil nutrient budget","251","Zambia","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","54.9244","Fc","Calculated data"
"ESB","Soil nutrient budget","181","Zimbabwe","7276","Cropland nutrient flow per unit area","5061","Synthetic Fertilizers","2017","2017","kg/ha","15.8537","Fc","Calculated data"
